1,204535.3616
2,185948.8022
3,219154.245
4,178230.779
5,288178.9557
6,147043.8029
7,273561.3736
8,213115.5622
9,128986.5449
10,126249.0056
11,128787.2805
12,376985.1503
13,127399.8841
14,227638.7816
15,154932.4144
16,135566.0579
17,154948.4413
18,111245.3647
19,150259.9112
20,124590.1001
21,322694.8248
22,127228.8692
23,230053.9663
24,132569.6813
25,150318.7475
26,242928.8116
27,130956.5214
28,279925.3675
29,200374.5884
30,75256.44571
31,56443.33734
32,144518.2872
33,186626.0026
34,177849.5353
35,277156.4665
36,305829.1402
37,154769.3551
38,154274.3066
39,129821.5665
40,85699.41193
41,153742.3488
42,168802.3461
43,143535.7255
44,125841.5856
45,134846.975
46,291488.9202
47,263296.6176
48,247650.787
49,104272.7778
50,129938.0885
51,171756.0503
52,130363.1511
53,105233.9171
54,354180.2762
55,125715.2604
56,168168.9377
57,192217.4492
58,193048.9711
59,428847.9424
60,121886.6536
61,163950.1988
62,106353.5436
63,207214.531
64,134295.102
65,230693.0314
66,299783.433
67,228818.1034
68,209918.2948
69,81410.35572
70,209565.9192
71,285656.5594
72,124164.6864
73,181406.8124
74,141898.5602
75,114993.5709
76,97675.21363
77,121619.7453
78,118635.3148
79,123058.4728
80,115870.5459
81,201206.5201
82,165887.9495
83,229533.1034
84,128625.7423
85,161720.4769
86,257859.5098
87,184793.4494
88,167473.5238
89,65769.64565
90,121657.1693
91,107841.2354
92,110261.4441
93,138578.1067
94,117202.2448
95,199875.9995
96,181180.8253
97,208301.2437
98,120516.7851
99,80317.77953
100,117808.0227
101,219743.8531
102,174202.7602
103,112200.8211
104,181262.3319
105,144411.3438
106,245557.1344
107,90493.8539
108,103617.5329
109,111120.1207
110,206893.3798
111,143100.523
112,172472.0036
113,385076.024
114,231191.9835
115,240343.6243
116,163343.816
117,121837.1087
118,150909.6846
119,338896.4116
120,185653.5674
121,171057.6775
122,103831.102
123,136745.3306
124,160443.0145
125,170925.1046
126,88053.20684
127,133612.3205
128,95388.58656
129,147385.443
130,139845.8835
131,212266.212
132,222558.1162
133,154956.1299
134,204714.2259
135,178746.8858
136,183841.3991
137,147020.4662
138,180602.9549
139,237191.7676
140,201899.7102
141,105868.9681
142,235909.5666
143,118638.9516
144,217220.7333
145,137758.3533
146,135918.2358
147,97329.98933
148,216856.1518
149,146338.0703
150,110614.721
151,131811.7788
152,325513.5443
153,189552.5858
154,194822.0489
155,98953.12785
